show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;cast_1;cast_2;cast_3;cast_4;cast_5;cast_6;cast_7;cast_8;cast_9;cast_10;cast_11;cast_12;cast_13;cast_14;cast_15;cast_16;cast_17;cast_18;cast_19;cast_20;cast_21;cast_22;cast_23;cast_24;cast_25;cast_26;cast_27;cast_28;cast_29;cast_30;cast_31;cast_32;cast_33;cast_34;cast_35;cast_36;cast_37;cast_38;cast_39;cast_40;cast_41;cast_42;cast_43;cast_44;cast_45;cast_46;cast_47;cast_48;cast_49;cast_50
s4340;Movie;Faraar;Baljit Singh Deo;Australia;December 1, 2018;2015;TV-14;146 min;Action & Adventure, Dramas, International Movies;Kainaat Arora; Jaggi Singh; Gippy Grewal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4341;TV Show;Haunted House;;;December 1, 2018;2017;TV-G;1 Season;Kids' TV, Korean TV Shows;Jo Hyun-jung; Gim Young-eun; Gim Chae-ha; I So Eun; Choe Jae-ho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4342;Movie;Helios;Leung Lok Man, Luk Kim-ching;Hong Kong, China, United States;December 1, 2018;2015;TV-14;118 min;Action & Adventure, International Movies;Jacky Cheung; Nick Cheung; Chang Chen; Shawn Yue; Wang Xueqi; Janice Man; Ji Jin-hee; Choi Si-won;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4343;Movie;Line Walker;Jazz Boon;China, Hong Kong;December 1, 2018;2016;TV-MA;109 min;Action & Adventure, Dramas, International Movies;Nick Cheung; Louis Koo; Francis Chun-Yu Ng; Charmaine Sheh; Hui Shiu Hung; Li Guangjie; Zhang Huiwen; Xing Yu; Cheng Taishen; Moses Chan; Louis Cheung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4344;Movie;Look for a Star;Andrew Lau Wai-Keung;Hong Kong;December 1, 2018;2009;TV-14;117 min;Comedies, International Movies, Romantic Movies;Andy Lau; Qi Shu; Zhang Hanyu; Denise Ho; Dominic Lam; Xinyi Zhang; David Chiang; George Lam; Rebecca Pan; Maria Cordero; Tat-Ming Cheung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4345;Movie;Oddbods: The Festive Menace;;;December 1, 2018;2018;TV-Y;23 min;Movies;Nadia Ramlee; Chio Su-Ping; Jeremy Linn; Marlon Dance-Hooi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4346;Movie;Once a Gangster;Felix Chong;Hong Kong;December 1, 2018;2010;TV-MA;95 min;Action & Adventure, Comedies, International Movies;Ekin Cheng; Jordan Chan; Alex Fong; Michelle Ye; On-on Yu; Wilfred Lau; Conroy Chan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4347;Movie;Power Paandi;Dhanush;India;December 1, 2018;2017;TV-MA;124 min;Dramas, Independent Movies, International Movies;Rajkiran; Dhanush; Prasanna; Chaya Singh; Revathy; Madonna Sebastian; Vidyullekha Raman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4348;Movie;Roll With Me;;United States;December 1, 2018;2017;TV-MA;90 min;Documentaries, Sports Movies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4349;Movie;SDU: Sex Duties Unit;Gary Mak;Hong Kong;December 1, 2018;2013;TV-MA;96 min;Comedies, International Movies;Chapman To; Shawn Yue; Matt Chow; Kwok Cheung Tsang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4350;Movie;Set Off;Liu Jiang;China;December 1, 2018;2008;TV-MA;96 min;Dramas, International Movies;Wenpei Ju; Fan Wei; Liu Hua; Qianyuan Wang; Ren Zhengbin; He Jiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4351;TV Show;1983;;Poland, United States;November 30, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Robert Więckiewicz; Maciej Musiał; Michalina Olszańska; Andrzej Chyra; Clive Russell; Zofia Wichłacz; Edyta Olszówka; Mateusz Kościukiewicz; Ewa Błaszczyk; Vu Le Hong; Tomasz Włosok; Krzysztof Wach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4352;Movie;A Christmas Prince: The Royal Wedding;John Schultz;United States;November 30, 2018;2018;TV-PG;93 min;Children & Family Movies, Dramas, Romantic Movies;Rose McIver; Ben Lamb; Alice Krige; Simon Dutton; Honor Kneafsey; Sarah Douglas; Theo Devaney; John Guerrasio; Andy Lucas; Raj Bajaj; Richard Ashton; Billy Angel; Tahirah Sharif; Joel McVeagh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4353;Movie;Angela's Christmas;Damien O’Connor;Ireland, Canada;November 30, 2018;2018;TV-Y;30 min;Children & Family Movies;Lucy O'Connell; Ruth Negga; Brendan Mullins; Malachy McCourt; Vivian Drew; Anya O'Connor; Janet Moran; Brian Gleeson; Pat Kinevane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4354;TV Show;Death by Magic;;United States;November 30, 2018;2018;TV-PG;1 Season;Reality TV;Drummond Money-Coutts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4355;Movie;El club de los insomnes;Joseduardo Giordano, Sergio Goyri Jr.;Mexico;November 30, 2018;2018;TV-MA;82 min;Dramas, International Movies;Cassandra Ciangherotti; Leonardo Ortizgris; Alejandra Ambrosi; Alexandra De La Mora; Mónica Dionne; Sergio Goyri; Fernando Becerril; Humberto Busto; Marco Méndez; Alejandra Urdiaín; Khristian Clausen; Fernando Luján;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4356;Movie;Happy as Lazzaro;Alice Rohrwacher;Italy, Switzerland, France, Germany;November 30, 2018;2018;PG-13;127 min;Dramas, Independent Movies, International Movies;Adriano Tardiolo; Agnese Graziani; Alba Rohrwacher; Luca Chikovani; Tommaso Ragno; Sergi López; Natalino Balasso; Carlo Tarmati; Pasqualina Scuncia; Nicoletta Braschi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4357;TV Show;Love and Fortune;;Japan;November 30, 2018;2018;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Eri Tokunaga; Daichi Watanabe; Fuju Kamio; Sairi Ito; Mina Fujii; Mansaku Ikeuchi; Kinuo Yamada; Yuka Ogura; Enon Kawatani; Yui Imaizumi; Noriko Eguchi; Masanobu Ando; Kitaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4358;Movie;Manto;Nandita Das;India;November 30, 2018;2018;TV-MA;114 min;Dramas, Independent Movies, International Movies;Nawazuddin Siddiqui; Rasika Dugal; Tahir Raj Bhasin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4359;Movie;Rajma Chawal;Leena Yadav;India;November 30, 2018;2018;TV-MA;119 min;Comedies, Dramas, International Movies;Rishi Kapoor; Anirudh Tanwar; Amyra Dastur; Jitendra Shastri; Aparshakti Khurana; Harish Khanna; Manu Rishi Chadha; Nirmal Rishi; Sheeba Chaddha; Adil Hussain; Rahul Ram; Mukesh Chhabra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4360;TV Show;Spy Kids: Mission Critical;;United States, Canada;November 30, 2018;2018;TV-Y7;2 Seasons;Kids' TV;Ashley Bornancin; Carter Hastings; Caitlyn Bairstow; Nicholas Coombe; Nesta Cooper; Richard Ian Cox; Tom Kenny; Travis Turner; Candi Milo; Mira Sorvino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4361;Movie;The World Is Yours;Romain Gavras;France;November 30, 2018;2018;TV-MA;101 min;Action & Adventure, Comedies, International Movies;Isabelle Adjani; Karim Leklou; François Damiens; Vincent Cassel; Oulaya Amamra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4362;Movie;Time Share;Sebastián Hofmann;Mexico, Netherlands;November 30, 2018;2018;TV-MA;96 min;Dramas, Independent Movies, International Movies;Luis Gerardo Méndez; Miguel Rodarte; R.J. Mitte; Cassandra Ciangherotti; Montserrat Marañon; Andrés Almeida; Emiliano Rodríguez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4363;TV Show;Bumping Mics with Jeff Ross & Dave Attell;;United States;November 27, 2018;2018;TV-MA;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies;Jeff Ross; Dave Attell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4364;TV Show;Minecraft: Story Mode;;United States, Sweden;November 27, 2018;2015;TV-PG;1 Season;Kids' TV;Patton Oswalt; Catherine Taber; Sean Astin; Melissa Hutchison; Ashley Johnson; Matthew Mercer; Jim Meskimen; Martha Plimpton; Scott Porter; Brian Posehn; Paul Reubens; Billy West; Dave Fennoy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4365;Movie;My Little Pony Friendship Is Magic: Best Gift Ever;Denny Lu, Mike Myhre;United States;November 25, 2018;2018;TV-Y;44 min;Children & Family Movies;Tara Strong; Andrea Libman; Ashleigh Ball; Cathy Weseluck; Tabitha St. Germain; John de Lancie; Sam Vincent; Garry Chalk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4366;TV Show;Frontier;;Canada;November 23, 2018;2018;TV-MA;3 Seasons;International TV Shows, TV Action & Adventure, TV Dramas;Jason Momoa; Landon Liboiron; Alun Armstrong; Jessica Matten; Zoe Boyle; Allan Hawco; Evan Jonigkeit; Katie McGrath;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4367;TV Show;Fugitiva;;Spain;November 23, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Paz Vega; Julio Bracho; Arantza Ruiz; Luisa Rubino; Lander Otaola; Iván Pellicer; José Manuel Poga; Mercedes Sampietro; Charo López; Roberto Álamo; Raúl Medina; Melina Matthews; Pedro Mari Sánchez; Odiseo Bichir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4368;TV Show;Sick Note;;United Kingdom;November 23, 2018;2018;TV-MA;2 Seasons;British TV Shows, International TV Shows, TV Comedies;Rupert Grint; Nick Frost; Don Johnson; Lindsay Lohan; Pippa Bennett-Warner; Marama Corlett; Karl Theobald; Belinda Stewart-Wilson; Camilla Beeput; Dustin Demri-Burns; Tolu Ogunmefun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4369;TV Show;Mystery Science Theater 3000: The Return;;United States;November 22, 2018;2018;TV-14;2 Seasons;TV Comedies, TV Sci-Fi & Fantasy;Felicia Day; Patton Oswalt; Jonah Ray; Baron Vaughn; Hampton Yount;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4370;Movie;The Christmas Chronicles;Clay Kaytis;United States;November 22, 2018;2018;TV-PG;104 min;Children & Family Movies, Comedies;Kurt Russell; Darby Camp; Judah Lewis; Kimberly Williams-Paisley; Oliver Hudson; Lamorne Morris; Martin Roach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4371;Movie;The Tribe;Fernando Colomo;Spain;November 21, 2018;2018;TV-MA;91 min;Comedies, International Movies;Paco León; Carmen Machi; Luis Bermejo; Maribel del Pino; Maite Sandoval; Arlette Torres; Marisol Aznar; María José Sarrate; Manuel Huedo; Artur Busquets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4372;TV Show;Kulipari: Dream Walker;;;November 20, 2018;2018;TV-Y7;1 Season;Kids' TV;Charlie Adler; Mark Hamill; Jess Harnell; Phil LaMarr; Josh Keaton; Mikey Kelley; Amy Margolis; Wendie Malick; Kevin Michael Richardson; Candi Milo; Laraine Newman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4373;TV Show;Paap-O-Meter;;;November 20, 2018;2017;TV-Y7;1 Season;Kids' TV, TV Comedies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4374;Movie;Puppy Star Christmas;Robert Vince;United States, Canada;November 20, 2018;2018;PG;91 min;Children & Family Movies, Comedies;Kaitlyn Maher; Mackenzie Sol; Makenzie Moss; David DeLuise; George Newbern; Reggie De Leon; Diedrich Bader; Chloe Coleman; Oakley Bull; Dillon Fontana; vivienne Rutherford; Tyreese Burnett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4375;Movie;Sabrina;Rocky Soraya;Indonesia;November 20, 2018;2018;TV-MA;114 min;Horror Movies, International Movies;Luna Maya; Christian Sugiono; Sara Wijayanto; Jeremy Thomas; Richelle Georgette Skornicki; Rizky Hanggono; Asri Handayani;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4376;Movie;Target;Raditya Dika;Indonesia;November 20, 2018;2018;TV-14;91 min;Comedies, Horror Movies, International Movies;Raditya Dika; Cinta Laura Kiehl; Samuel Rizal; Willy Dozan; Abdur Arsyad; Hifdzi Khoir; Romy Rafael; Ria Ricis; Anggika Bolsterli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4377;TV Show;The Final Table;;United States;November 20, 2018;2018;TV-PG;1 Season;Reality TV;Andrew Knowlton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4378;Movie;Trevor Noah: Son of Patricia;David Paul Meyer;United States;November 20, 2018;2018;TV-MA;64 min;Stand-Up Comedy;Trevor Noah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4379;Movie;The Pixar Story;Leslie Iwerks;United States;November 18, 2018;2007;G;89 min;Documentaries;Stacy Keach;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4380;TV Show;Eternal Love;;China;November 17, 2018;2017;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Yang Mi; Mark Chao; Dilraba Dilmurat; Ken Chang; Vengo Gao; Huang Mengying;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4381;TV Show;La Doña;;United States, Mexico;November 17, 2018;2016;TV-14;1 Season;Spanish-Language TV Shows, TV Dramas;Aracely Arámbula; David Chocarro; Danna Paola; Rebecca Jones; Odiseo Bichir; Gabriela Roel; Andrea Martí; Juan Ríos Cantú; Diego Soldano; Daniela Bascopé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4382;TV Show;Silvana Sin Lana;;United States;November 17, 2018;2016;TV-14;1 Season;Romantic TV Shows, Spanish-Language TV Shows, TV Comedies;Maritza Rodríguez; Carlos Ponce; Marimar Vega; Adriana Barraza; Marcela Guirado; Ricardo Abarca; Thali García; Alexandra Pomales; Briggitte Bozzo; Santiago Torres; Patricio Gallardo; Roberto Escobar; Samantha Dagnino; Raury Rolander; Vince Miranda; Javier Valcárcel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4383;Movie;Cam;Daniel Goldhaber;United States;November 16, 2018;2018;TV-MA;95 min;Horror Movies, Independent Movies, Thrillers;Madeline Brewer; Patch Darragh; Melora Walters; Devin Druid; Imani Hakim; Michael Dempsey; Flora Diaz; Samantha Robinson; Jessica Parker Kennedy; Quei Tann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4384;Movie;Nothing to Hide;Fred Cavayé;France, Belgium;November 16, 2018;2018;TV-MA;94 min;Comedies, Dramas, International Movies;Bérénice Bejo; Suzanne Clément; Stéphane De Groodt; Vincent Elbaz; Grégory Gadebois; Doria Tillier; Roschdy Zem; Fleur Fitoussi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4385;TV Show;Ponysitters Club;;Canada;November 16, 2018;2018;TV-G;2 Seasons;Kids' TV, TV Dramas;Morgan Neundorf; Madeline Leon; Khiyla Aynne; Cailan Laine Punnewaert; Zyon Allen; Maya Franzoi; Victoria Tomazelli; Hugh Wilson; Diana Chrisman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4386;Movie;The Ballad of Buster Scruggs;Joel Coen, Ethan Coen;United States;November 16, 2018;2018;R;133 min;Comedies, Dramas;Liam Neeson; James Franco; Tim Blake Nelson; Tom Waits; Zoe Kazan; Brendan Gleeson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4387;Movie;The Princess Switch;;United States;November 16, 2018;2018;TV-G;102 min;Children & Family Movies, Dramas, Romantic Movies;Vanessa Hudgens; Sam Palladio; Nick Sagar; Suanne Braun; Mark Fleischmann; Amy Griffiths; Sara Stewart; Pavel Douglas; Robin Soans; Calliope Taylor; Natali Yura; Alexa Adeosun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4388;TV Show;Vai Anitta;;Brazil;November 16, 2018;2018;TV-MA;1 Season;Docuseries, International TV Shows, Reality TV;Anitta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4389;Movie;Aalorukkam;V C Abhilash;India;November 15, 2018;2018;TV-PG;122 min;Dramas, Independent Movies, International Movies;Indrans; Sreekanth Menon; Vishnu Agasthya; Aliyar; Seethabaala; Shaji John; Sajith Nampiyar; Benny Vadakkan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4390;TV Show;Beyblade Burst Evolution;;;November 15, 2018;2017;TV-Y;1 Season;Anime Series, Kids' TV;Marina Inoue; Ryoko Shiraishi; Takuma Terashima; Junko Takeuchi; Fumihiro Okabayashi; Yu Kobayashi; Ayahi Takagaki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4391;Movie;Christmas Wedding Planner;Justin G. Dyck;Canada;November 15, 2018;2017;PG;86 min;Comedies, International Movies, Romantic Movies;Stephen Huszar; Kelly Rutherford;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4392;Movie;Halkaa;Nila Madhab Panda;India;November 15, 2018;2018;TV-14;111 min;Comedies, Dramas, Independent Movies;Tathastu; Aryan Preet; Ranvir Shorey; Paoli Dam; Kumud Mishra; Devender Chaudhary; Shrikant Verma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4393;Movie;May the Devil Take You;Timo Tjahjanto;Indonesia;November 15, 2018;2018;TV-MA;111 min;Horror Movies, International Movies;Chelsea Islan; Pevita Pearce; Samo Rafael; Karina Suwandhi; Ray Sahetapy; Ruth Marini; Hadijah Shahab; Clara Bernadeth; Kinaryosih; Nicole Rossi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4394;Movie;Muzaffarnagar Baaqi Hai;Nakul Singh Sawhney;India;November 15, 2018;2015;TV-MA;136 min;Documentaries, International Movies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4395;Movie;Odu Raja Odu;Nishanth Ravindaran, Jathin Sanker Raj;India;November 15, 2018;2018;TV-14;121 min;Comedies, Independent Movies, International Movies;Guru Somasundaram; Nasser; Anand Sami; Lakshmi Priyaa Chandramouli; Ashiqa Salvan; Ravindra Vijay; Abishek K.S.; Venkatesh Harinathan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4396;Movie;Savita Damodar Paranjpe;Swapna Waghmare Joshi;India;November 15, 2018;2018;TV-14;119 min;Horror Movies, International Movies;Subodh Bhave; Trupti Toradmal; Rakesh Bapat; Pallavi Patil; Angad Mhaskar; Hemangi Kavi; Savita Prabhune; Sandeep Avchat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4397;Movie;The Giant;Aitor Arregi, Jon Garaño;Spain;November 15, 2018;2017;TV-14;115 min;Dramas, International Movies;Joseba Usabiaga; Eneko Sagardoy; Iñigo Aranburu; Ramón Aguirre; Aia Kruse; Iñigo Azpitarte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4398;Movie;BuyBust;Erik Matti;Philippines;November 13, 2018;2018;TV-MA;128 min;Action & Adventure, International Movies;Anne Curtis; Brandon Vera; Victor Neri; Arjo Atayde; Levi Ignacio; Alex Calleja; Lao Rodriguez; Joross Gamboa; Ricky Pascua; Nonie Buencamino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4399;Movie;Loudon Wainwright III: Surviving Twin;Christopher Guest;;November 13, 2018;2018;TV-14;92 min;Music & Musicals;Loudon Wainwright III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4400;TV Show;Warrior;;Denmark;November 13, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;Dar Salim; Danica Curcic; Lars Ranthe; Marco Ilsø; Søren Malling; Jakob Oftebro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4401;TV Show;Age of Tanks;;Germany, France, Russia;November 10, 2018;2017;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4402;Movie;All's Well, End's Well (2009);Vincent Kok;Hong Kong;November 9, 2018;2009;TV-14;99 min;Comedies, International Movies, Romantic Movies;Louis Koo; Sandra Ng Kwan Yue; Raymond Wong; Ronald Cheng; Yao Chen; Guo Tao; Heung Kam Lee; Chun Chau Ha; Miki Shum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4403;Movie;Lommbock;Christian Zübert;Germany;November 9, 2018;2017;TV-MA;106 min;Comedies, International Movies;Lucas Gregorowicz; Moritz Bleibtreu; Louis Hofmann; Wotan Wilke Möhring; Alexandra Neldel; Melanie Winigir; Mavie Hörbiger; Dar Salim; Elmar Wepper; Antoine Monot Jr.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4404;TV Show;Medal of Honor;;United States;November 9, 2018;2018;TV-MA;1 Season;Docuseries, TV Dramas;Oliver Hudson; Ben Schwartz; Paul Wesley; Aldis Hodge; Jonny Weston; Joseph Cross; Jake Abel; Derek Mio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4405;Movie;Outlaw King;David Mackenzie;United Kingdom, United States;November 9, 2018;2018;R;122 min;Action & Adventure, Dramas;Chris Pine; Aaron Taylor-Johnson; Florence Pugh; Billy Howle; Sam Spruell; Tony Curran; Callan Mulvey; James Cosmo; Stephen Dillane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4406;TV Show;Super Drags;;Brazil;November 9, 2018;2018;TV-MA;1 Season;International TV Shows, TV Comedies;Fernando Mendonça; Sérgio Cantú; Wagner Follare; Pabllo Vittar; Silvetty Montilla; Rapha Vélez; Sylvia Salustti; Guilherme Briggs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4407;TV Show;The Queen of Flow;;Colombia;November 9, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows;Carolina Ramírez; Carlos Torres; Andrés Sandoval; Adriana Arango; Mabel Moreno; Luis Alfredo Velasco; Pacho Rueda; Diana Wiswell; Mariana Garzón; Kiño; Sebastián Silva; Mariana Gómez; María José Vargas; Guillermo Blanco; Juan Manuel Restrepo; Alejandro Otero; David Ojalvo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4408;TV Show;Treehouse Detectives;;South Korea, United States;November 9, 2018;2018;TV-Y;2 Seasons;Kids' TV, TV Thrillers;Brody Allen; Jenna Davis; Ryan Bartley; Philece Sampler; Leigh Kelly; Abby Trott;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4409;TV Show;Westside;;United States;November 9, 2018;2018;TV-MA;1 Season;Reality TV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4410;TV Show;Transfers;;France, Belgium;November 8, 2018;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy;Arieh Worthalter; Brune Renault; Toinette Laquiere; Steve Tientcheu; Pili Groyne; Patrick Descamps; Patrick Raynal; Juliette Plumecocq-Mech; Sébastien Chassagne; Alexis Loret; Aissatou Diop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4411;TV Show;Damnation;;United States;November 7, 2018;2017;TV-MA;1 Season;Crime TV Shows, TV Dramas;Logan Marshall-Green; Killian Scott; Sarah Jones; Chasten Harmon; Christopher Heyerdahl; Melinda Page Hamilton; Joe Adler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4412;Movie;Bucket List;Tejas Prabha Vijay Deoskar;India;November 5, 2018;2018;TV-14;129 min;Dramas, International Movies;Madhuri Dixit; Sumeet Raghvan; Renuka Shahane; Milind Pathak; Vandana Gupte; Pradeep Velankar; Shubha Khote; Resham Tipnis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4413;Movie;John Leguizamo's Latin History for Morons;;United States;November 5, 2018;2018;TV-MA;90 min;Stand-Up Comedy;John Leguizamo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4414;TV Show;Kopitiam;;Malaysia;November 3, 2018;2003;TV-14;7 Seasons;International TV Shows, TV Comedies;Joanna Bessey; Douglas Lim; Lina Teoh; Rashid Salleh; Mano Maniam; Tan Jin Chor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4415;Movie;Ana e Vitória;Matheus Souza;Brazil;November 2, 2018;2018;TV-MA;116 min;Comedies, International Movies, LGBTQ Movies;Ana Caetano; Vitória Falcão; Clarissa Müller; Bruce Gomlevsky; Thati Lopes; Caique Nogueira; Érika Mader; Victor Lamoglia; Gabriela Nunes; Bryan Ruffo; Hamilton Dias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4416;TV Show;Brainchild;;;November 2, 2018;2018;TV-G;1 Season;Kids' TV;Sahana Srinivasan; Alie Ward; Ben Seidman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4417;Movie;ReMastered: Tricky Dick & The Man in Black;Sara Dosa;United States;November 2, 2018;2018;TV-14;59 min;Documentaries, Music & Musicals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4418;Movie;The Holiday Calendar;Bradley Walsh;United States;November 2, 2018;2018;TV-G;95 min;Dramas, Romantic Movies;Kat Graham; Quincy Brown; Ethan Peck; Ron Cephas Jones; Genelle Williams; Ali Hassan; Rodrigo Fernandez-Stoll; Laura de Carteret; Kevin Hanchard; Romaine Waite;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
